STAGE = 22
  JOB26  [46, 64, 39, 22, 98, 81, 60, 95, 82, 35, 93, 29, 36, 97, 63, 35, 71, 35, 62, 64, 50, 58]
  JOB27  [97, 50, 48, 21, 57, 30, 24, 43, 46, 98, 97, 80, 87, 73, 73, 100, 84, 75, 83, 64, 91, 76]
  JOB28  [27, 71, 83, 82, 96, 39, 98, 23, 33, 85, 45, 33, 50, 93, 28, 47, 28, 22, 27, 84, 64, 39]
  JOB29  [64, 86, 63, 61, 32, 87, 68, 79, 82, 33, 72, 95, 85, 28, 56, 49, 67, 97, 67, 96, 56, 41]
  JOB30  [39, 53, 21, 45, 75, 71, 83, 20, 34, 31, 45, 63, 40, 53, 89, 48, 75, 23, 75, 44, 76, 85]
  JOB31  [98, 69, 71, 53, 59, 96, 20, 38, 79, 93, 40, 27, 42, 73, 31, 72, 66, 46, 52, 48, 87, 60]
  JOB32  [61, 43, 79, 97, 51, 43, 34, 31, 64, 72, 96, 34, 63, 70, 32, 70, 33, 49, 29, 58, 67, 36]
  JOB33  [92, 93, 36, 26, 58, 57, 41, 53, 69, 55, 63, 36, 28, 52, 69, 40, 36, 71, 52, 74, 43, 45]
  JOB34  [79, 25, 68, 67, 95, 84, 22, 58, 93, 72, 39, 48, 78, 47, 99, 34, 69, 98, 24, 48, 57, 99]
  JOB35  [60, 26, 27, 87, 30, 87, 96, 34, 69, 79, 88, 81, 70, 25, 28, 27, 38, 87, 60, 75, 69, 31]
  JOB36  [33, 70, 63, 65, 72, 88, 29, 28, 57, 73, 71, 97, 57, 91, 97, 98, 95, 84, 97, 92, 59, 92]
  JOB37  [62, 70, 70, 86, 33, 91, 76, 68, 25, 28, 70, 55, 79, 56, 63, 83, 64, 60, 57, 28, 99, 60]
  JOB38  [91, 21, 36, 57, 98, 49, 23, 22, 82, 55, 67, 79, 88, 81, 42, 63, 34, 92, 73, 85, 83, 40]
  JOB39  [78, 27, 56, 66, 68, 29, 38, 68, 38, 65, 34, 37, 92, 89, 44, 40, 63, 49, 56, 90, 36, 82]
  JOB40  [69, 91, 79, 98, 98, 87, 90, 54, 43, 59, 53, 82, 96, 96, 33, 23, 26, 95, 60, 56, 67, 74]
  JOB41  [55, 34, 75, 86, 64, 65, 38, 89, 34, 35, 77, 32, 60, 47, 61, 99, 23, 48, 96, 63, 58, 63]
  JOB42  [38, 92, 70, 83, 81, 66, 66, 82, 58, 21, 96, 25, 85, 99, 30, 96, 27, 68, 32, 55, 60, 32]
  JOB43  [87, 68, 84, 41, 32, 69, 29, 73, 30, 59, 76, 100, 87, 38, 23, 37, 76, 61, 21, 21, 84, 37]
  JOB44  [53, 69, 51, 28, 68, 23, 73, 80, 83, 96, 39, 74, 61, 81, 45, 99, 74, 40, 63, 87, 45, 65]
  JOB45  [79, 36, 61, 65, 48, 44, 72, 32, 82, 55, 44, 100, 76, 60, 86, 67, 23, 25, 55, 37, 71, 24]
  JOB46  [71, 21, 49, 90, 100, 73, 23, 54, 75, 32, 69, 27, 54, 51, 24, 58, 25, 36, 71, 89, 89, 32]
  JOB47  [40, 90, 33, 27, 61, 65, 44, 41, 73, 29, 35, 100, 45, 97, 57, 91, 23, 32, 44, 70, 23, 55]
  JOB48  [83, 85, 50, 79, 83, 85, 22, 81, 80, 52, 78, 87, 88, 66, 30, 48, 97, 61, 41, 78, 21, 61]
  JOB49  [93, 30, 91, 75, 52, 62, 29, 81, 44, 56, 51, 72, 78, 48, 57, 56, 82, 90, 58, 86, 93, 79]
  JOB50  [52, 50, 66, 25, 69, 86, 50, 80, 35, 56, 85, 41, 34, 29, 24, 88, 76, 37, 23, 20, 75, 20]
  JOB51  [63, 89, 100, 63, 54, 82, 61, 47, 82, 39, 83, 100, 30, 78, 53, 95, 72, 62, 36, 53, 88, 44]
  JOB52  [94, 90, 48, 88, 53, 36, 45, 55, 43, 36, 28, 98, 92, 67, 34, 91, 92, 50, 31, 29, 34, 29]
  JOB53  [30, 36, 99, 44, 58, 94, 90, 24, 90, 55, 94, 24, 68, 20, 69, 37, 88, 78, 39, 49, 95, 69]
  JOB54  [33, 61, 74, 34, 100, 83, 93, 96, 56, 100, 34, 71, 29, 73, 65, 93, 86, 84, 69, 59, 85, 89]
  JOB55  [67, 51, 93, 72, 80, 36, 46, 34, 87, 47, 28, 23, 72, 36, 45, 49, 90, 24, 90, 100, 57, 21]
  JOB56  [27, 55, 71, 33, 24, 88, 82, 23, 100, 92, 70, 69, 80, 32, 81, 61, 21, 83, 90, 81, 95, 58]
  JOB57  [31, 84, 46, 26, 68, 37, 57, 68, 57, 59, 68, 31, 55, 70, 93, 31, 39, 97, 57, 64, 77, 58]
  JOB58  [26, 88, 29, 51, 66, 48, 60, 26, 30, 96, 67, 95, 58, 91, 22, 50, 58, 32, 26, 58, 48, 57]
  JOB59  [24, 83, 94, 62, 38, 73, 31, 67, 37, 88, 67, 95, 56, 89, 98, 61, 21, 83, 74, 60, 70, 61]
  JOB60  [34, 89, 62, 66, 39, 76, 74, 25, 48, 78, 21, 41, 47, 34, 61, 61, 47, 82, 41, 92, 89, 57]
  JOB61  [30, 100, 58, 21, 93, 55, 41, 32, 31, 100, 75, 76, 58, 81, 60, 99, 67, 31, 52, 62, 94, 95]
  JOB62  [90, 66, 31, 48, 54, 100, 69, 21, 91, 78, 79, 83, 38, 62, 52, 31, 37, 57, 92, 97, 39, 61]
  JOB63  [63, 20, 77, 99, 21, 68, 92, 42, 28, 70, 61, 75, 49, 72, 56, 36, 89, 44, 56, 72, 84, 42]
  JOB64  [60, 77, 70, 92, 47, 58, 37, 41, 74, 64, 63, 43, 50, 48, 38, 84, 41, 75, 58, 74, 52, 55]
  JOB65  [72, 26, 51, 55, 33, 68, 50, 67, 81, 86, 41, 37, 67, 76, 100, 94, 24, 98, 75, 41, 51, 87]
  JOB66  [54, 83, 53, 33, 82, 55, 95, 94, 27, 83, 78, 63, 40, 57, 68, 39, 69, 33, 20, 65, 21, 54]
  JOB67  [23, 21, 22, 39, 32, 80, 74, 80, 23, 74, 93, 52, 31, 50, 28, 95, 53, 37, 67, 97, 53, 28]
  JOB68  [59, 87, 51, 33, 51, 25, 47, 74, 59, 75, 78, 86, 22, 71, 35, 40, 71, 34, 58, 38, 96, 61]
  JOB69  [94, 36, 39, 99, 68, 28, 49, 80, 20, 62, 54, 33, 46, 50, 46, 85, 86, 43, 93, 94, 31, 99]
  JOB70  [82, 28, 92, 100, 88, 82, 35, 91, 58, 31, 60, 79, 52, 25, 49, 72, 48, 34, 48, 63, 71, 65]
  JOB71  [40, 34, 53, 71, 77, 22, 38, 36, 65, 55, 36, 28, 64, 45, 32, 21, 78, 71, 81, 91, 20, 53]
  JOB72  [72, 73, 38, 58, 22, 76, 74, 35, 99, 35, 65, 93, 70, 92, 31, 61, 96, 96, 83, 71, 33, 37]
  JOB73  [31, 32, 94, 66, 86, 26, 29, 76, 34, 75, 61, 22, 67, 32, 31, 47, 33, 61, 29, 63, 53, 21]
  JOB74  [58, 59, 92, 85, 33, 77, 47, 35, 82, 99, 95, 43, 37, 52, 48, 83, 51, 33, 98, 65, 51, 35]
  JOB75  [62, 87, 55, 97, 82, 32, 83, 51, 41, 72, 95, 98, 51, 63, 94, 37, 55, 76, 94, 72, 80, 65]
  JOB76  [84, 82, 31, 61, 28, 33, 70, 60, 46, 93, 84, 84, 40, 91, 33, 89, 98, 86, 85, 59, 34, 60]
  JOB77  [89, 64, 68, 96, 80, 37, 93, 67, 91, 39, 21, 80, 79, 60, 23, 51, 31, 32, 72, 60, 59, 47]
  JOB78  [80, 97, 59, 65, 28, 75, 97, 21, 70, 71, 20, 91, 41, 79, 78, 98, 46, 66, 25, 71, 66, 36]
  JOB79  [58, 37, 59, 45, 52, 37, 31, 45, 31, 68, 83, 21, 32, 87, 73, 26, 25, 74, 99, 81, 22, 41]
T_START = [1789.0, 1523.0, 1221.0, 1125.0, 1575.0, 1666.0, 1818.0, 1440.0, 1274.0, 1284.0, 1415.0, 1082.0, 1420.0, 1474.0, 1641.0, 1769.0, 1840.0, 1846.0, 1794.0, 1605.0, 1117.0, 1248.0]
T_END = [2659.0, 3188.0, 2734.0, 3082.0, 3249.0, 2428.0, 2331.0, 3012.0, 2366.0, 2865.0, 2577.0, 3146.0, 3125.0, 2752.0, 2904.0, 3293.0, 2422.0, 3206.0, 3151.0, 2952.0, 2478.0, 3120.0]
D_RATE = [0.14, 0.3, 0.21, 0.13, 0.16, 0.23, 0.27, 0.29, 0.25, 0.13, 0.15, 0.19, 0.25, 0.22, 0.16, 0.15, 0.23, 0.11, 0.18, 0.24, 0.21, 0.26]
IT_D = [0.17, 0.13, 0.11, 0.25, 0.19, 0.16, 0.21, 0.17, 0.26, 0.23, 0.16, 0.19, 0.23, 0.15, 0.15, 0.14, 0.12, 0.23, 0.15, 0.23, 0.12, 0.17]
IDLING_CONSUME = [0.1, 0.13, 0.13, 0.14, 0.14, 0.18, 0.21, 0.17, 0.27, 0.11, 0.16, 0.21, 0.11, 0.27, 0.14, 0.13, 0.29, 0.28, 0.11, 0.27, 0.23, 0.25]
