STAGE = 24
  JOB16  [44, 73, 57, 36, 93, 68, 89, 37, 67, 90, 74, 83, 43, 69, 51, 87, 32, 89, 90, 45, 27, 79, 51, 31]
  JOB17  [72, 20, 94, 26, 34, 71, 37, 38, 64, 32, 82, 48, 86, 60, 81, 82, 58, 94, 73, 44, 70, 67, 62, 42]
  JOB18  [84, 86, 86, 40, 77, 90, 78, 55, 35, 51, 92, 81, 31, 27, 25, 33, 46, 44, 67, 24, 37, 58, 76, 62]
  JOB19  [41, 32, 42, 24, 60, 90, 22, 32, 47, 91, 34, 85, 76, 92, 48, 61, 49, 36, 86, 53, 26, 46, 87, 31]
  JOB20  [27, 47, 87, 77, 50, 35, 81, 30, 41, 66, 25, 24, 42, 76, 29, 96, 43, 39, 32, 39, 55, 27, 44, 57]
  JOB21  [21, 97, 69, 33, 69, 87, 44, 49, 71, 24, 95, 28, 64, 86, 66, 47, 51, 34, 99, 50, 100, 30, 53, 92]
  JOB22  [22, 95, 29, 53, 42, 79, 56, 49, 77, 77, 47, 39, 65, 91, 56, 33, 48, 60, 93, 41, 62, 86, 42, 32]
  JOB23  [65, 97, 95, 70, 32, 51, 85, 49, 33, 78, 45, 46, 40, 54, 46, 55, 94, 94, 42, 60, 100, 34, 57, 62]
  JOB24  [99, 49, 98, 75, 35, 62, 53, 90, 53, 84, 30, 44, 78, 46, 95, 46, 40, 44, 78, 70, 74, 88, 84, 84]
  JOB25  [78, 23, 36, 75, 86, 76, 59, 67, 79, 94, 61, 94, 41, 62, 92, 24, 74, 96, 32, 36, 97, 51, 62, 98]
  JOB26  [40, 41, 89, 49, 40, 31, 84, 88, 31, 90, 37, 98, 82, 75, 29, 81, 22, 51, 72, 20, 49, 83, 98, 90]
  JOB27  [59, 59, 66, 39, 57, 50, 68, 88, 44, 60, 32, 34, 71, 99, 79, 98, 88, 74, 29, 91, 38, 34, 64, 69]
  JOB28  [97, 55, 21, 82, 37, 50, 20, 96, 42, 80, 98, 49, 44, 41, 93, 91, 49, 66, 33, 21, 42, 96, 67, 47]
  JOB29  [51, 28, 76, 59, 30, 71, 57, 78, 81, 97, 74, 50, 64, 77, 22, 94, 24, 29, 68, 78, 36, 60, 77, 21]
  JOB30  [69, 57, 93, 66, 21, 25, 67, 96, 45, 39, 48, 31, 97, 78, 61, 58, 75, 45, 71, 76, 89, 84, 34, 49]
  JOB31  [81, 36, 81, 85, 59, 30, 79, 39, 68, 47, 73, 71, 57, 69, 21, 51, 55, 93, 26, 39, 77, 52, 34, 72]
  JOB32  [45, 91, 32, 22, 86, 20, 29, 73, 67, 75, 33, 94, 24, 39, 43, 42, 43, 80, 23, 99, 33, 67, 31, 32]
  JOB33  [31, 78, 65, 53, 59, 21, 45, 64, 38, 92, 89, 58, 68, 94, 89, 43, 85, 55, 56, 53, 48, 93, 96, 82]
  JOB34  [26, 97, 77, 20, 98, 83, 99, 50, 48, 41, 38, 27, 48, 59, 32, 21, 62, 81, 47, 94, 92, 56, 21, 79]
  JOB35  [94, 25, 46, 56, 88, 56, 67, 89, 41, 94, 21, 25, 43, 34, 36, 38, 77, 24, 40, 73, 55, 55, 70, 61]
  JOB36  [89, 61, 26, 69, 49, 84, 92, 48, 96, 61, 78, 94, 30, 49, 81, 56, 48, 58, 44, 33, 83, 100, 27, 82]
  JOB37  [55, 35, 93, 35, 88, 52, 63, 78, 98, 90, 39, 81, 48, 85, 61, 73, 39, 57, 94, 78, 23, 77, 83, 41]
  JOB38  [40, 24, 30, 63, 49, 100, 70, 63, 98, 43, 50, 91, 61, 92, 89, 65, 81, 40, 61, 48, 50, 36, 57, 67]
  JOB39  [20, 84, 64, 32, 77, 23, 34, 29, 32, 37, 85, 87, 92, 52, 59, 29, 55, 56, 60, 65, 96, 100, 92, 23]
  JOB40  [72, 77, 84, 31, 66, 33, 42, 29, 66, 48, 75, 71, 86, 40, 77, 56, 42, 75, 77, 80, 31, 27, 75, 56]
  JOB41  [97, 25, 58, 49, 68, 67, 69, 95, 68, 82, 48, 27, 96, 53, 23, 93, 85, 31, 53, 76, 97, 55, 29, 32]
  JOB42  [85, 87, 53, 27, 72, 62, 73, 63, 86, 55, 93, 37, 20, 85, 94, 42, 75, 43, 89, 80, 29, 21, 28, 93]
  JOB43  [21, 77, 89, 53, 23, 75, 92, 36, 26, 44, 73, 92, 33, 64, 74, 75, 85, 88, 71, 73, 64, 72, 27, 31]
  JOB44  [50, 93, 76, 99, 45, 35, 39, 40, 62, 54, 67, 73, 46, 38, 69, 60, 46, 35, 99, 62, 60, 85, 63, 42]
  JOB45  [36, 69, 61, 88, 63, 51, 60, 87, 72, 21, 35, 43, 61, 44, 60, 33, 52, 39, 31, 70, 53, 67, 56, 94]
  JOB46  [22, 58, 51, 57, 93, 92, 49, 93, 28, 44, 37, 98, 85, 64, 84, 95, 41, 90, 94, 79, 67, 85, 70, 78]
  JOB47  [83, 94, 26, 28, 96, 70, 77, 24, 94, 74, 24, 45, 56, 80, 29, 81, 38, 33, 67, 63, 88, 90, 54, 41]
  JOB48  [60, 30, 62, 100, 39, 43, 46, 27, 21, 30, 43, 63, 97, 33, 98, 49, 83, 93, 71, 33, 87, 52, 61, 47]
  JOB49  [96, 48, 40, 22, 53, 42, 83, 83, 56, 84, 59, 72, 73, 98, 53, 28, 63, 35, 91, 59, 90, 96, 59, 54]
  JOB50  [80, 41, 96, 20, 91, 58, 43, 47, 72, 44, 60, 92, 70, 77, 30, 44, 65, 81, 31, 66, 86, 33, 41, 56]
  JOB51  [92, 55, 52, 68, 25, 42, 60, 51, 96, 67, 47, 87, 98, 43, 92, 49, 26, 94, 68, 35, 46, 70, 66, 80]
  JOB52  [48, 90, 34, 98, 82, 98, 28, 88, 63, 88, 56, 64, 80, 88, 100, 46, 98, 36, 99, 23, 52, 54, 89, 27]
  JOB53  [85, 30, 80, 97, 87, 87, 34, 31, 60, 48, 87, 72, 92, 32, 31, 65, 70, 40, 83, 87, 87, 25, 87, 65]
  JOB54  [56, 37, 99, 95, 36, 33, 43, 80, 93, 78, 30, 93, 78, 99, 73, 68, 73, 51, 65, 33, 58, 42, 25, 52]
  JOB55  [26, 20, 96, 60, 81, 29, 49, 82, 75, 55, 91, 52, 69, 58, 59, 98, 21, 62, 55, 62, 30, 29, 60, 52]
  JOB56  [49, 29, 36, 70, 46, 77, 64, 54, 66, 61, 23, 92, 53, 73, 92, 99, 45, 35, 67, 22, 52, 24, 96, 44]
  JOB57  [40, 57, 56, 45, 24, 74, 88, 37, 38, 65, 35, 25, 38, 83, 65, 56, 93, 64, 93, 51, 51, 60, 75, 46]
  JOB58  [80, 83, 71, 40, 71, 67, 94, 94, 78, 46, 25, 27, 43, 46, 52, 75, 90, 92, 57, 51, 100, 49, 34, 41]
  JOB59  [36, 30, 55, 69, 90, 67, 59, 44, 93, 82, 58, 26, 51, 62, 84, 33, 68, 49, 99, 44, 74, 84, 73, 36]
  JOB60  [50, 78, 92, 32, 97, 49, 89, 63, 53, 74, 89, 67, 100, 73, 59, 54, 66, 40, 82, 55, 73, 93, 33, 28]
  JOB61  [31, 30, 87, 75, 22, 76, 91, 100, 65, 45, 36, 53, 75, 91, 42, 44, 61, 79, 66, 36, 81, 70, 53, 99]
  JOB62  [20, 50, 94, 56, 98, 75, 56, 25, 37, 29, 26, 92, 41, 59, 67, 22, 23, 83, 41, 99, 68, 81, 23, 46]
  JOB63  [70, 85, 77, 91, 54, 23, 25, 67, 94, 64, 79, 59, 37, 53, 37, 60, 87, 35, 56, 82, 44, 72, 50, 78]
  JOB64  [33, 28, 47, 98, 100, 26, 58, 30, 27, 20, 43, 63, 69, 70, 49, 100, 64, 56, 37, 40, 56, 43, 20, 27]
  JOB65  [100, 99, 91, 57, 84, 22, 85, 22, 30, 48, 41, 22, 36, 25, 29, 49, 77, 34, 98, 61, 83, 58, 53, 21]
  JOB66  [75, 66, 99, 33, 57, 52, 99, 74, 24, 77, 60, 56, 83, 38, 72, 64, 82, 24, 81, 47, 73, 22, 96, 82]
  JOB67  [95, 100, 48, 43, 100, 63, 33, 45, 43, 72, 40, 26, 71, 95, 31, 85, 89, 66, 72, 85, 31, 88, 68, 96]
  JOB68  [41, 43, 20, 40, 38, 46, 50, 87, 32, 82, 96, 47, 86, 61, 74, 58, 97, 83, 96, 87, 53, 33, 34, 39]
  JOB69  [88, 48, 32, 96, 69, 42, 61, 99, 42, 44, 33, 89, 67, 98, 24, 52, 86, 36, 91, 31, 28, 56, 58, 49]
  JOB70  [90, 71, 56, 39, 29, 56, 43, 41, 93, 76, 72, 57, 34, 73, 44, 80, 93, 44, 47, 50, 92, 57, 36, 76]
  JOB71  [46, 54, 72, 30, 31, 47, 41, 42, 61, 98, 51, 97, 65, 82, 32, 29, 48, 21, 98, 56, 100, 20, 24, 21]
  JOB72  [97, 41, 47, 66, 80, 55, 69, 63, 40, 41, 34, 34, 87, 47, 86, 54, 26, 87, 41, 95, 28, 33, 27, 40]
  JOB73  [32, 87, 46, 40, 86, 38, 44, 54, 80, 40, 32, 82, 63, 30, 59, 41, 59, 86, 74, 98, 77, 37, 66, 46]
  JOB74  [56, 50, 41, 70, 80, 45, 23, 54, 43, 100, 69, 95, 48, 29, 31, 42, 83, 81, 82, 49, 21, 83, 84, 75]
  JOB75  [81, 49, 49, 78, 53, 56, 62, 97, 56, 75, 64, 100, 41, 52, 58, 76, 22, 29, 52, 75, 32, 34, 55, 23]
  JOB76  [69, 84, 67, 87, 49, 73, 67, 79, 91, 44, 65, 92, 96, 61, 71, 81, 34, 27, 56, 72, 74, 80, 24, 34]
  JOB77  [67, 60, 68, 38, 62, 43, 70, 23, 51, 94, 45, 30, 60, 60, 46, 98, 43, 87, 92, 58, 63, 71, 35, 75]
  JOB78  [78, 43, 43, 49, 60, 95, 82, 53, 53, 30, 76, 44, 100, 33, 60, 95, 79, 59, 42, 31, 77, 54, 68, 28]
  JOB79  [98, 39, 32, 55, 93, 59, 40, 53, 94, 81, 26, 77, 76, 70, 93, 53, 60, 32, 87, 32, 28, 34, 24, 28]
T_START = [1482.0, 1329.0, 1584.0, 1853.0, 1145.0, 918.0, 1396.0, 1848.0, 1214.0, 1305.0, 1545.0, 1753.0, 1863.0, 1853.0, 1384.0, 1516.0, 1621.0, 1667.0, 1704.0, 991.0, 1864.0, 1743.0, 1031.0, 1103.0]
T_END = [2869.0, 3134.0, 3366.0, 3242.0, 3088.0, 2936.0, 2692.0, 2432.0, 2573.0, 2711.0, 2561.0, 2532.0, 2618.0, 3405.0, 2631.0, 2937.0, 2316.0, 2963.0, 3409.0, 2643.0, 2944.0, 2422.0, 2600.0, 2559.0]
D_RATE = [0.28, 0.14, 0.16, 0.18, 0.16, 0.13, 0.17, 0.13, 0.2, 0.16, 0.24, 0.19, 0.29, 0.29, 0.13, 0.27, 0.15, 0.19, 0.11, 0.26, 0.15, 0.28, 0.24, 0.12]
IT_D = [0.23, 0.14, 0.28, 0.28, 0.17, 0.22, 0.29, 0.16, 0.11, 0.24, 0.24, 0.22, 0.13, 0.26, 0.17, 0.15, 0.14, 0.17, 0.22, 0.18, 0.27, 0.21, 0.26, 0.28]
IDLING_CONSUME = [0.23, 0.24, 0.28, 0.21, 0.11, 0.15, 0.23, 0.12, 0.14, 0.16, 0.16, 0.15, 0.12, 0.18, 0.24, 0.2, 0.11, 0.11, 0.23, 0.18, 0.27, 0.15, 0.16, 0.29]
