STAGE = 17
  JOB16  [90, 20, 25, 58, 47, 30, 61, 61, 46, 75, 99, 47, 66, 98, 34, 94, 83]
  JOB17  [94, 55, 86, 50, 87, 63, 31, 69, 85, 87, 49, 88, 96, 31, 100, 96, 94]
  JOB18  [59, 21, 84, 70, 55, 31, 65, 66, 37, 59, 88, 99, 81, 30, 67, 42, 41]
  JOB19  [35, 94, 68, 83, 87, 39, 70, 50, 68, 33, 68, 48, 89, 38, 60, 48, 55]
  JOB20  [80, 88, 24, 81, 85, 29, 72, 34, 54, 23, 99, 30, 89, 30, 26, 62, 61]
  JOB21  [39, 97, 88, 60, 55, 48, 48, 82, 100, 74, 82, 57, 31, 55, 31, 86, 71]
  JOB22  [27, 71, 71, 28, 42, 70, 93, 81, 28, 37, 26, 62, 68, 96, 77, 35, 56]
  JOB23  [52, 34, 69, 50, 52, 66, 39, 82, 74, 90, 24, 26, 54, 94, 35, 25, 35]
  JOB24  [91, 93, 64, 25, 65, 70, 47, 62, 45, 25, 63, 28, 52, 79, 71, 91, 37]
  JOB25  [46, 36, 69, 66, 89, 67, 70, 98, 63, 71, 86, 84, 81, 30, 24, 79, 26]
  JOB26  [66, 89, 88, 34, 26, 47, 70, 47, 29, 71, 29, 84, 31, 54, 80, 92, 56]
  JOB27  [24, 53, 69, 85, 89, 26, 42, 40, 34, 21, 92, 95, 84, 86, 48, 85, 83]
  JOB28  [92, 62, 88, 30, 54, 32, 65, 65, 86, 96, 100, 20, 76, 42, 84, 20, 71]
  JOB29  [34, 77, 21, 99, 46, 67, 95, 58, 35, 35, 71, 29, 42, 95, 91, 39, 21]
  JOB30  [72, 27, 74, 56, 80, 93, 55, 25, 42, 65, 97, 93, 27, 90, 73, 46, 67]
  JOB31  [64, 89, 53, 52, 65, 60, 73, 84, 39, 83, 45, 88, 57, 20, 74, 86, 51]
  JOB32  [21, 52, 62, 51, 62, 92, 33, 44, 31, 96, 36, 46, 71, 61, 25, 49, 87]
  JOB33  [61, 90, 79, 60, 73, 67, 76, 48, 68, 43, 22, 39, 71, 50, 59, 54, 50]
  JOB34  [91, 26, 42, 87, 49, 24, 99, 97, 38, 56, 25, 73, 31, 97, 65, 62, 82]
  JOB35  [70, 60, 64, 56, 45, 64, 100, 60, 61, 37, 53, 56, 55, 29, 100, 35, 98]
  JOB36  [43, 96, 82, 65, 68, 46, 85, 81, 54, 22, 68, 48, 38, 88, 73, 96, 67]
  JOB37  [31, 42, 21, 74, 62, 89, 25, 73, 85, 51, 88, 48, 97, 37, 38, 66, 41]
  JOB38  [77, 26, 26, 39, 98, 27, 63, 48, 93, 24, 56, 37, 74, 67, 38, 97, 48]
  JOB39  [21, 98, 25, 78, 96, 42, 51, 24, 57, 26, 91, 74, 56, 23, 26, 58, 64]
  JOB40  [69, 98, 90, 88, 50, 87, 79, 73, 24, 72, 83, 41, 26, 37, 28, 60, 65]
  JOB41  [31, 38, 71, 100, 26, 50, 73, 56, 91, 54, 31, 27, 22, 68, 53, 43, 95]
  JOB42  [71, 21, 98, 95, 44, 88, 84, 76, 35, 41, 32, 41, 59, 90, 44, 88, 51]
  JOB43  [76, 26, 86, 37, 46, 85, 75, 63, 38, 40, 71, 26, 57, 98, 59, 53, 64]
  JOB44  [95, 67, 53, 100, 27, 96, 49, 22, 27, 74, 98, 44, 33, 23, 21, 44, 38]
  JOB45  [33, 91, 78, 43, 86, 100, 41, 39, 91, 21, 96, 25, 90, 85, 53, 56, 20]
  JOB46  [76, 22, 48, 79, 85, 32, 71, 22, 96, 31, 97, 35, 50, 86, 84, 92, 91]
  JOB47  [51, 86, 52, 64, 90, 61, 27, 46, 55, 83, 63, 58, 38, 62, 24, 51, 68]
  JOB48  [73, 58, 27, 31, 23, 37, 99, 90, 35, 61, 60, 68, 47, 57, 97, 60, 59]
  JOB49  [74, 71, 46, 23, 31, 49, 23, 100, 20, 84, 47, 97, 39, 97, 34, 26, 91]
  JOB50  [89, 98, 54, 64, 28, 71, 83, 74, 28, 94, 23, 81, 49, 85, 26, 69, 65]
  JOB51  [72, 53, 51, 92, 29, 20, 69, 75, 34, 42, 100, 76, 53, 45, 90, 43, 96]
  JOB52  [29, 90, 48, 52, 99, 47, 88, 56, 94, 100, 50, 85, 25, 57, 32, 22, 82]
  JOB53  [89, 92, 44, 55, 28, 52, 57, 93, 81, 90, 34, 55, 65, 100, 58, 60, 64]
  JOB54  [36, 53, 36, 34, 33, 44, 24, 39, 95, 64, 43, 57, 72, 98, 68, 95, 53]
  JOB55  [79, 41, 67, 96, 82, 86, 46, 43, 49, 40, 86, 56, 52, 93, 68, 27, 20]
  JOB56  [94, 75, 84, 85, 95, 68, 81, 75, 94, 63, 86, 41, 96, 72, 21, 86, 53]
  JOB57  [29, 27, 31, 25, 32, 58, 22, 70, 36, 31, 50, 94, 31, 31, 69, 31, 77]
  JOB58  [82, 43, 99, 71, 91, 76, 30, 61, 48, 28, 92, 75, 32, 52, 81, 85, 79]
  JOB59  [81, 21, 44, 90, 69, 53, 65, 43, 83, 68, 71, 76, 25, 52, 74, 45, 60]
  JOB60  [36, 20, 58, 73, 60, 88, 67, 29, 46, 25, 95, 95, 89, 54, 28, 56, 88]
  JOB61  [65, 73, 28, 91, 51, 44, 93, 91, 85, 46, 84, 91, 67, 52, 57, 82, 80]
  JOB62  [93, 56, 57, 46, 49, 34, 62, 70, 20, 56, 88, 37, 44, 20, 75, 21, 26]
  JOB63  [71, 65, 98, 57, 75, 80, 25, 73, 93, 90, 39, 77, 56, 63, 66, 59, 76]
  JOB64  [52, 36, 26, 96, 69, 20, 49, 73, 62, 20, 42, 39, 24, 86, 67, 43, 76]
  JOB65  [47, 29, 58, 70, 94, 24, 26, 35, 91, 50, 74, 91, 43, 97, 40, 98, 24]
  JOB66  [36, 86, 91, 38, 89, 57, 57, 79, 31, 28, 80, 55, 41, 54, 69, 64, 60]
  JOB67  [41, 82, 96, 26, 53, 90, 63, 41, 39, 72, 59, 46, 53, 53, 49, 78, 85]
  JOB68  [60, 70, 36, 34, 38, 74, 58, 64, 69, 33, 22, 93, 77, 89, 77, 48, 99]
  JOB69  [52, 88, 38, 79, 91, 42, 29, 65, 46, 68, 31, 99, 54, 75, 21, 39, 64]
  JOB70  [28, 37, 28, 87, 80, 79, 81, 27, 50, 50, 85, 34, 44, 46, 60, 69, 98]
  JOB71  [45, 64, 50, 65, 43, 51, 72, 84, 65, 84, 48, 43, 59, 75, 43, 74, 37]
  JOB72  [53, 74, 81, 41, 94, 99, 47, 48, 78, 72, 68, 59, 20, 76, 76, 76, 62]
  JOB73  [23, 57, 83, 57, 78, 43, 57, 96, 37, 77, 81, 56, 93, 68, 94, 71, 97]
  JOB74  [54, 94, 60, 60, 93, 45, 27, 33, 97, 91, 53, 96, 69, 88, 32, 89, 65]
  JOB75  [100, 67, 63, 92, 20, 70, 54, 40, 89, 81, 37, 84, 58, 85, 93, 38, 43]
  JOB76  [81, 45, 69, 84, 70, 94, 56, 35, 95, 70, 87, 20, 36, 27, 39, 98, 95]
  JOB77  [97, 55, 97, 32, 39, 49, 83, 50, 56, 68, 62, 38, 67, 29, 57, 81, 67]
  JOB78  [24, 94, 78, 63, 49, 88, 59, 53, 22, 100, 81, 53, 32, 63, 91, 66, 20]
  JOB79  [74, 91, 72, 25, 68, 86, 56, 42, 96, 65, 28, 89, 32, 25, 47, 21, 86]
T_START = [1397.0, 1850.0, 1282.0, 1780.0, 1809.0, 1170.0, 1543.0, 1440.0, 1462.0, 1179.0, 1319.0, 1280.0, 1093.0, 1880.0, 1605.0, 1106.0, 1802.0]
T_END = [2422.0, 3249.0, 2706.0, 3510.0, 2543.0, 2622.0, 3231.0, 2833.0, 2533.0, 2448.0, 3297.0, 3224.0, 2959.0, 3365.0, 2497.0, 2967.0, 2629.0]
D_RATE = [0.2, 0.22, 0.21, 0.16, 0.24, 0.3, 0.16, 0.2, 0.16, 0.27, 0.21, 0.17, 0.12, 0.24, 0.25, 0.25, 0.14]
IT_D = [0.11, 0.11, 0.24, 0.22, 0.19, 0.14, 0.29, 0.19, 0.18, 0.27, 0.23, 0.16, 0.12, 0.12, 0.17, 0.24, 0.24]
IDLING_CONSUME = [0.23, 0.29, 0.19, 0.18, 0.27, 0.19, 0.21, 0.22, 0.26, 0.18, 0.23, 0.1, 0.19, 0.11, 0.16, 0.17, 0.26]
