STAGE = 21
  JOB21  [91, 30, 85, 90, 46, 66, 84, 71, 77, 22, 22, 87, 97, 79, 26, 56, 90, 44, 60, 76, 57]
  JOB22  [20, 25, 86, 42, 38, 96, 96, 84, 28, 71, 36, 30, 35, 65, 52, 27, 21, 70, 57, 77, 48]
  JOB23  [100, 30, 67, 92, 42, 90, 89, 50, 50, 89, 46, 90, 91, 63, 69, 24, 77, 57, 64, 74, 51]
  JOB24  [92, 96, 93, 97, 44, 34, 63, 40, 25, 80, 27, 66, 58, 64, 59, 76, 78, 43, 73, 89, 95]
  JOB25  [87, 48, 41, 100, 39, 96, 23, 92, 32, 80, 33, 22, 68, 74, 65, 37, 92, 22, 97, 70, 71]
  JOB26  [46, 37, 70, 75, 98, 75, 36, 34, 66, 95, 85, 84, 79, 43, 82, 22, 31, 64, 21, 77, 85]
  JOB27  [39, 63, 25, 33, 58, 39, 59, 60, 90, 87, 59, 95, 54, 71, 53, 49, 45, 79, 96, 71, 73]
  JOB28  [88, 84, 74, 33, 94, 47, 63, 99, 59, 28, 48, 94, 34, 57, 94, 87, 35, 26, 47, 43, 89]
  JOB29  [63, 68, 87, 77, 76, 30, 32, 40, 74, 40, 60, 21, 91, 43, 21, 89, 65, 38, 43, 99, 62]
  JOB30  [78, 78, 38, 30, 82, 90, 83, 86, 95, 74, 23, 98, 59, 94, 47, 100, 89, 52, 57, 43, 42]
  JOB31  [51, 70, 77, 24, 44, 37, 27, 84, 26, 62, 21, 20, 63, 63, 96, 65, 39, 92, 32, 42, 59]
  JOB32  [83, 67, 54, 81, 20, 71, 84, 62, 63, 41, 89, 86, 58, 21, 81, 86, 89, 38, 98, 53, 93]
  JOB33  [97, 62, 86, 37, 52, 50, 69, 99, 44, 24, 57, 94, 93, 84, 75, 69, 48, 72, 86, 54, 34]
  JOB34  [99, 23, 46, 62, 36, 23, 93, 46, 41, 60, 33, 69, 81, 100, 88, 82, 26, 39, 51, 68, 89]
  JOB35  [26, 73, 56, 79, 90, 27, 45, 61, 22, 65, 82, 83, 43, 56, 55, 55, 75, 93, 50, 97, 26]
  JOB36  [83, 40, 56, 62, 78, 91, 31, 58, 66, 34, 51, 66, 36, 95, 26, 27, 69, 48, 36, 22, 28]
  JOB37  [50, 59, 76, 47, 24, 87, 45, 75, 64, 52, 58, 36, 76, 99, 59, 90, 50, 33, 59, 35, 97]
  JOB38  [65, 45, 68, 54, 54, 38, 49, 27, 59, 95, 66, 47, 34, 47, 76, 84, 30, 79, 71, 79, 37]
  JOB39  [69, 55, 89, 98, 43, 86, 52, 89, 21, 65, 45, 70, 75, 48, 24, 90, 57, 77, 47, 33, 50]
  JOB40  [58, 41, 44, 36, 99, 77, 55, 89, 26, 97, 58, 35, 47, 53, 34, 71, 30, 48, 58, 40, 68]
  JOB41  [58, 60, 65, 29, 89, 84, 51, 86, 86, 96, 45, 61, 47, 23, 59, 82, 61, 66, 97, 75, 35]
  JOB42  [97, 61, 53, 25, 22, 34, 74, 31, 42, 37, 69, 94, 64, 73, 76, 32, 26, 30, 59, 80, 95]
  JOB43  [81, 92, 94, 69, 54, 39, 53, 75, 77, 37, 89, 69, 32, 45, 63, 85, 92, 49, 70, 56, 49]
  JOB44  [59, 44, 64, 48, 34, 42, 38, 85, 100, 45, 52, 26, 45, 86, 60, 37, 72, 44, 36, 80, 36]
  JOB45  [20, 22, 45, 95, 47, 44, 74, 51, 55, 22, 53, 43, 27, 93, 23, 43, 60, 71, 62, 77, 68]
  JOB46  [21, 28, 56, 67, 25, 61, 92, 76, 20, 71, 42, 40, 22, 24, 82, 36, 71, 67, 81, 59, 50]
  JOB47  [79, 98, 98, 49, 47, 25, 72, 37, 67, 41, 43, 76, 30, 21, 44, 40, 76, 26, 95, 89, 69]
  JOB48  [56, 94, 66, 51, 48, 100, 20, 69, 23, 72, 62, 71, 59, 88, 28, 98, 25, 97, 69, 27, 80]
  JOB49  [38, 24, 93, 23, 60, 56, 83, 91, 23, 49, 25, 68, 80, 31, 53, 73, 86, 61, 69, 85, 54]
  JOB50  [90, 61, 55, 29, 58, 33, 61, 83, 83, 50, 56, 46, 68, 72, 82, 78, 68, 94, 43, 98, 48]
  JOB51  [43, 47, 43, 68, 36, 59, 61, 89, 37, 39, 81, 75, 27, 87, 69, 59, 37, 67, 69, 49, 60]
  JOB52  [39, 84, 64, 36, 53, 48, 60, 75, 80, 31, 87, 74, 26, 60, 41, 91, 57, 84, 65, 70, 42]
  JOB53  [37, 35, 43, 44, 43, 36, 23, 56, 89, 66, 81, 45, 31, 68, 22, 98, 55, 44, 34, 36, 40]
  JOB54  [79, 50, 33, 52, 46, 77, 63, 44, 61, 82, 26, 34, 60, 99, 21, 23, 61, 54, 62, 79, 21]
  JOB55  [54, 31, 21, 48, 72, 30, 70, 85, 63, 64, 25, 31, 55, 96, 64, 80, 33, 42, 91, 27, 37]
  JOB56  [48, 66, 71, 65, 40, 67, 21, 75, 92, 42, 44, 34, 33, 100, 54, 44, 77, 70, 23, 22, 63]
  JOB57  [44, 85, 85, 86, 64, 73, 47, 98, 89, 46, 99, 60, 27, 89, 48, 97, 52, 32, 52, 53, 95]
  JOB58  [53, 29, 53, 48, 28, 26, 62, 66, 88, 95, 68, 29, 77, 70, 98, 36, 45, 45, 44, 50, 36]
  JOB59  [98, 21, 67, 81, 98, 66, 20, 63, 26, 67, 58, 23, 48, 71, 90, 93, 26, 67, 32, 100, 33]
  JOB60  [45, 42, 63, 94, 72, 94, 54, 36, 47, 63, 24, 51, 57, 68, 65, 86, 27, 79, 74, 86, 50]
  JOB61  [62, 78, 27, 66, 74, 84, 82, 66, 86, 74, 56, 98, 88, 41, 59, 96, 77, 58, 44, 64, 28]
  JOB62  [93, 95, 42, 38, 58, 78, 20, 79, 63, 90, 43, 88, 63, 90, 29, 27, 33, 58, 81, 65, 92]
  JOB63  [76, 79, 92, 74, 76, 96, 53, 37, 21, 40, 21, 87, 82, 34, 36, 44, 63, 63, 93, 71, 71]
  JOB64  [74, 53, 78, 96, 21, 48, 51, 63, 31, 21, 32, 49, 78, 46, 47, 72, 38, 42, 35, 85, 42]
  JOB65  [50, 69, 28, 88, 83, 28, 95, 98, 90, 86, 22, 51, 20, 31, 69, 29, 97, 50, 62, 68, 38]
  JOB66  [41, 77, 39, 56, 68, 83, 93, 26, 41, 38, 53, 41, 35, 71, 73, 96, 27, 89, 28, 82, 32]
  JOB67  [24, 61, 76, 83, 64, 66, 54, 51, 86, 55, 50, 77, 60, 48, 65, 93, 31, 46, 74, 38, 78]
  JOB68  [60, 47, 81, 100, 95, 20, 75, 99, 48, 27, 99, 97, 23, 27, 52, 40, 85, 100, 76, 99, 58]
  JOB69  [45, 49, 41, 59, 74, 41, 67, 24, 86, 73, 68, 40, 90, 43, 87, 93, 82, 57, 37, 69, 62]
  JOB70  [91, 21, 90, 82, 81, 37, 82, 67, 66, 90, 46, 55, 61, 74, 38, 74, 88, 99, 84, 87, 33]
  JOB71  [20, 38, 40, 52, 48, 93, 43, 58, 54, 28, 59, 42, 59, 99, 71, 39, 95, 80, 88, 85, 93]
  JOB72  [91, 96, 97, 50, 96, 22, 61, 26, 28, 70, 40, 54, 91, 53, 99, 52, 62, 27, 70, 61, 32]
  JOB73  [61, 89, 44, 43, 75, 75, 58, 73, 87, 94, 56, 41, 73, 87, 24, 21, 62, 34, 84, 27, 89]
  JOB74  [36, 90, 59, 85, 41, 52, 99, 81, 49, 51, 51, 55, 74, 47, 59, 87, 54, 37, 91, 24, 43]
  JOB75  [31, 44, 93, 71, 25, 51, 92, 78, 54, 36, 25, 57, 80, 60, 74, 44, 95, 70, 94, 36, 77]
  JOB76  [51, 88, 23, 29, 96, 20, 64, 63, 30, 42, 40, 60, 84, 57, 31, 72, 40, 95, 61, 97, 76]
  JOB77  [49, 61, 77, 75, 67, 74, 94, 22, 25, 88, 32, 28, 33, 26, 58, 60, 34, 79, 29, 76, 30]
  JOB78  [35, 65, 24, 72, 93, 45, 94, 90, 58, 25, 26, 66, 79, 88, 75, 72, 98, 77, 81, 91, 92]
  JOB79  [96, 73, 96, 29, 73, 99, 91, 54, 83, 50, 59, 82, 42, 47, 48, 30, 60, 21, 21, 42, 56]
T_START = [1852.0, 1498.0, 1350.0, 1013.0, 1047.0, 1413.0, 1818.0, 1670.0, 994.0, 1588.0, 1652.0, 1481.0, 1333.0, 1138.0, 1643.0, 1180.0, 1043.0, 1011.0, 1872.0, 1641.0, 1026.0]
T_END = [3169.0, 2902.0, 2751.0, 2735.0, 2618.0, 2973.0, 2918.0, 2885.0, 2981.0, 2928.0, 2437.0, 2824.0, 3191.0, 2950.0, 3058.0, 3130.0, 2513.0, 3321.0, 2807.0, 3482.0, 2498.0]
D_RATE = [0.15, 0.13, 0.17, 0.2, 0.15, 0.28, 0.24, 0.1, 0.25, 0.15, 0.14, 0.28, 0.21, 0.27, 0.2, 0.22, 0.21, 0.22, 0.29, 0.23, 0.21]
IT_D = [0.1, 0.13, 0.15, 0.18, 0.28, 0.29, 0.26, 0.22, 0.25, 0.22, 0.16, 0.14, 0.14, 0.26, 0.28, 0.1, 0.2, 0.26, 0.27, 0.23, 0.28]
IDLING_CONSUME = [0.23, 0.3, 0.1, 0.22, 0.21, 0.17, 0.19, 0.23, 0.28, 0.13, 0.26, 0.29, 0.1, 0.27, 0.22, 0.22, 0.14, 0.18, 0.23, 0.3, 0.18]
