STAGE = 20
  JOB39  [40, 47, 86, 83, 80, 53, 84, 36, 70, 24, 33, 96, 63, 45, 89, 39, 62, 89, 86, 92]
  JOB40  [74, 48, 44, 96, 87, 80, 97, 96, 90, 79, 74, 82, 71, 92, 80, 20, 78, 44, 66, 100]
  JOB41  [62, 65, 62, 32, 34, 68, 54, 63, 34, 78, 49, 37, 36, 38, 44, 74, 96, 82, 27, 31]
  JOB42  [93, 36, 97, 30, 54, 73, 63, 21, 69, 39, 48, 77, 37, 53, 74, 87, 25, 60, 45, 69]
  JOB43  [87, 29, 39, 63, 49, 94, 93, 55, 59, 79, 20, 53, 52, 35, 26, 32, 21, 78, 85, 27]
  JOB44  [45, 98, 72, 64, 38, 61, 33, 71, 87, 34, 44, 20, 36, 33, 27, 92, 25, 83, 42, 38]
  JOB45  [59, 50, 86, 53, 63, 62, 79, 63, 96, 50, 95, 88, 78, 45, 89, 30, 95, 84, 70, 42]
  JOB46  [88, 81, 92, 32, 52, 82, 48, 96, 54, 48, 25, 68, 33, 68, 91, 41, 37, 96, 36, 87]
  JOB47  [32, 73, 42, 55, 39, 28, 57, 92, 83, 66, 32, 81, 36, 86, 84, 87, 26, 85, 25, 41]
  JOB48  [81, 28, 87, 29, 74, 95, 40, 97, 61, 53, 85, 62, 54, 24, 77, 82, 63, 21, 32, 68]
  JOB49  [91, 36, 95, 94, 24, 100, 63, 100, 26, 55, 79, 89, 50, 35, 82, 53, 45, 53, 67, 55]
  JOB50  [24, 32, 85, 40, 97, 51, 48, 71, 87, 83, 95, 48, 70, 56, 92, 63, 34, 47, 91, 65]
  JOB51  [59, 59, 77, 43, 85, 46, 35, 36, 23, 91, 35, 20, 56, 89, 52, 98, 37, 97, 73, 54]
  JOB52  [92, 51, 61, 34, 95, 75, 54, 56, 82, 97, 38, 45, 76, 55, 85, 44, 61, 62, 100, 63]
  JOB53  [47, 95, 59, 32, 38, 70, 41, 28, 60, 73, 35, 86, 74, 39, 84, 40, 69, 63, 33, 67]
  JOB54  [91, 71, 72, 78, 62, 51, 45, 44, 29, 61, 73, 25, 77, 23, 75, 23, 54, 98, 60, 46]
  JOB55  [30, 40, 92, 38, 75, 21, 62, 34, 21, 63, 55, 64, 36, 26, 98, 20, 34, 99, 44, 65]
  JOB56  [70, 87, 62, 75, 93, 84, 82, 34, 28, 63, 39, 59, 44, 61, 57, 59, 95, 66, 91, 69]
  JOB57  [74, 28, 43, 48, 36, 29, 21, 46, 78, 57, 51, 64, 28, 37, 65, 72, 60, 25, 77, 49]
  JOB58  [84, 63, 87, 47, 36, 27, 34, 77, 36, 75, 84, 69, 97, 28, 81, 48, 74, 84, 30, 98]
  JOB59  [24, 87, 32, 100, 62, 49, 23, 62, 36, 98, 78, 68, 29, 92, 77, 72, 77, 34, 85, 100]
  JOB60  [35, 76, 72, 21, 33, 37, 60, 38, 60, 96, 48, 87, 77, 92, 36, 45, 69, 73, 77, 78]
  JOB61  [44, 47, 93, 99, 49, 28, 31, 33, 67, 65, 65, 47, 52, 60, 34, 63, 59, 58, 83, 90]
  JOB62  [74, 52, 69, 33, 72, 73, 26, 22, 52, 35, 50, 65, 89, 70, 43, 62, 53, 45, 68, 89]
  JOB63  [56, 40, 66, 72, 42, 80, 28, 90, 62, 88, 98, 36, 27, 58, 36, 92, 60, 84, 35, 25]
  JOB64  [70, 45, 46, 69, 74, 77, 28, 36, 89, 51, 99, 73, 36, 35, 51, 40, 89, 47, 48, 77]
  JOB65  [70, 44, 33, 41, 22, 94, 85, 86, 57, 49, 32, 72, 52, 50, 82, 32, 70, 86, 87, 60]
  JOB66  [65, 59, 80, 28, 42, 55, 86, 35, 57, 28, 33, 48, 87, 59, 37, 26, 56, 49, 80, 65]
  JOB67  [27, 45, 88, 53, 41, 98, 89, 93, 23, 63, 26, 99, 71, 60, 53, 55, 97, 64, 72, 21]
  JOB68  [69, 77, 95, 38, 46, 96, 32, 33, 72, 97, 73, 97, 83, 90, 33, 56, 54, 94, 71, 81]
  JOB69  [85, 52, 76, 65, 91, 41, 31, 37, 95, 72, 39, 51, 29, 41, 98, 92, 89, 79, 60, 49]
  JOB70  [62, 55, 72, 88, 76, 27, 84, 48, 96, 37, 35, 94, 39, 64, 42, 53, 56, 27, 39, 81]
  JOB71  [32, 68, 47, 78, 79, 35, 58, 45, 85, 39, 89, 20, 48, 96, 71, 73, 37, 37, 76, 63]
  JOB72  [50, 97, 25, 56, 90, 20, 60, 68, 37, 52, 29, 27, 48, 26, 77, 83, 57, 82, 70, 65]
  JOB73  [78, 72, 74, 43, 83, 47, 69, 73, 41, 59, 49, 53, 38, 67, 60, 97, 35, 83, 94, 99]
  JOB74  [52, 36, 85, 78, 94, 88, 52, 43, 76, 25, 39, 75, 84, 53, 45, 63, 85, 58, 21, 96]
  JOB75  [84, 61, 49, 51, 54, 69, 53, 65, 90, 64, 57, 100, 66, 84, 37, 65, 65, 68, 27, 20]
  JOB76  [78, 59, 78, 57, 22, 59, 81, 71, 97, 86, 62, 53, 20, 60, 57, 51, 32, 89, 37, 84]
  JOB77  [74, 80, 29, 70, 61, 73, 39, 69, 38, 72, 21, 56, 42, 88, 57, 32, 37, 56, 45, 62]
  JOB78  [84, 36, 62, 26, 96, 37, 97, 67, 40, 61, 82, 94, 97, 64, 60, 29, 36, 23, 80, 98]
  JOB79  [35, 58, 30, 55, 31, 85, 94, 29, 56, 71, 54, 79, 44, 36, 89, 21, 86, 90, 83, 35]
T_START = [1190.0, 1819.0, 1056.0, 1654.0, 1283.0, 1832.0, 1913.0, 1440.0, 1087.0, 1121.0, 1193.0, 1881.0, 1708.0, 1896.0, 1628.0, 1289.0, 1180.0, 1207.0, 1781.0, 1543.0]
T_END = [2902.0, 2824.0, 2735.0, 2527.0, 2898.0, 2818.0, 2726.0, 2296.0, 2977.0, 2828.0, 2615.0, 3415.0, 3025.0, 2512.0, 2812.0, 2439.0, 3342.0, 3464.0, 3187.0, 3671.0]
D_RATE = [0.24, 0.25, 0.27, 0.13, 0.26, 0.23, 0.19, 0.15, 0.24, 0.15, 0.25, 0.1, 0.11, 0.12, 0.21, 0.13, 0.25, 0.12, 0.17, 0.24]
IT_D = [0.15, 0.17, 0.2, 0.17, 0.19, 0.14, 0.16, 0.2, 0.1, 0.1, 0.28, 0.24, 0.19, 0.13, 0.29, 0.12, 0.27, 0.19, 0.14, 0.22]
IDLING_CONSUME = [0.13, 0.22, 0.24, 0.29, 0.27, 0.15, 0.21, 0.27, 0.19, 0.27, 0.11, 0.12, 0.29, 0.25, 0.12, 0.12, 0.13, 0.11, 0.18, 0.14]
