STAGE = 19
  JOB26  [61, 48, 94, 41, 99, 33, 47, 84, 73, 48, 21, 96, 63, 98, 42, 34, 24, 72, 69]
  JOB27  [40, 64, 40, 36, 29, 92, 52, 28, 83, 59, 93, 86, 82, 45, 61, 60, 40, 80, 84]
  JOB28  [22, 60, 80, 48, 33, 84, 71, 88, 92, 59, 46, 43, 65, 83, 59, 45, 42, 53, 20]
  JOB29  [77, 39, 41, 92, 34, 80, 50, 65, 58, 49, 100, 83, 77, 43, 92, 35, 55, 32, 55]
  JOB30  [90, 42, 27, 66, 45, 76, 55, 35, 72, 30, 70, 96, 80, 78, 26, 34, 22, 63, 36]
  JOB31  [41, 92, 98, 26, 40, 75, 83, 57, 80, 93, 83, 64, 89, 51, 61, 76, 76, 54, 60]
  JOB32  [87, 51, 77, 82, 71, 45, 61, 67, 34, 54, 99, 62, 28, 95, 24, 96, 22, 27, 64]
  JOB33  [21, 97, 38, 94, 85, 28, 30, 48, 31, 77, 46, 85, 76, 48, 20, 38, 37, 33, 21]
  JOB34  [45, 44, 44, 83, 52, 29, 48, 47, 84, 77, 82, 32, 73, 90, 71, 50, 29, 88, 26]
  JOB35  [62, 92, 44, 45, 42, 88, 55, 32, 49, 28, 56, 51, 27, 87, 67, 96, 76, 98, 87]
  JOB36  [31, 58, 56, 30, 32, 92, 61, 48, 32, 33, 56, 89, 27, 33, 33, 47, 46, 80, 59]
  JOB37  [66, 57, 42, 79, 80, 72, 87, 22, 62, 59, 27, 98, 31, 43, 36, 100, 66, 57, 99]
  JOB38  [32, 74, 98, 45, 83, 69, 70, 32, 20, 75, 70, 39, 60, 20, 70, 64, 94, 99, 70]
  JOB39  [59, 34, 73, 31, 76, 85, 46, 87, 24, 56, 64, 81, 86, 70, 55, 77, 100, 67, 100]
T_START = [889.0, 517.0, 979.0, 869.0, 964.0, 667.0, 667.0, 597.0, 610.0, 808.0, 549.0, 582.0, 806.0, 461.0, 647.0, 693.0, 780.0, 870.0, 767.0]
T_END = [1413.0, 1330.0, 1456.0, 1381.0, 1700.0, 1565.0, 1445.0, 1344.0, 1379.0, 1615.0, 1448.0, 1349.0, 1259.0, 1336.0, 1128.0, 1409.0, 1539.0, 1329.0, 1343.0]
D_RATE = [0.19, 0.11, 0.15, 0.2, 0.26, 0.28, 0.18, 0.24, 0.2, 0.13, 0.15, 0.1, 0.16, 0.26, 0.16, 0.16, 0.28, 0.23, 0.27]
IT_D = [0.2, 0.18, 0.1, 0.27, 0.28, 0.29, 0.15, 0.19, 0.23, 0.3, 0.25, 0.21, 0.12, 0.12, 0.18, 0.22, 0.2, 0.19, 0.14]
IDLING_CONSUME = [0.1, 0.23, 0.19, 0.29, 0.3, 0.29, 0.2, 0.22, 0.13, 0.16, 0.27, 0.12, 0.26, 0.13, 0.18, 0.16, 0.23, 0.19, 0.13]
