STAGE = 23
  JOB17  [89, 39, 63, 31, 40, 47, 29, 73, 97, 93, 39, 40, 96, 47, 45, 90, 36, 26, 90, 86, 56, 27, 68]
  JOB18  [29, 59, 35, 33, 66, 44, 85, 87, 35, 55, 81, 61, 56, 84, 55, 21, 28, 51, 37, 99, 63, 89, 41]
  JOB19  [61, 77, 66, 89, 54, 52, 79, 85, 86, 76, 41, 23, 51, 24, 63, 44, 51, 33, 76, 43, 48, 66, 53]
  JOB20  [75, 96, 96, 70, 41, 70, 78, 71, 39, 52, 80, 82, 36, 80, 22, 35, 51, 73, 54, 31, 84, 28, 27]
  JOB21  [96, 34, 58, 55, 33, 24, 38, 53, 55, 91, 27, 81, 78, 26, 20, 51, 81, 58, 62, 32, 66, 82, 31]
  JOB22  [72, 57, 46, 62, 92, 60, 51, 69, 31, 93, 100, 32, 73, 21, 55, 47, 97, 79, 59, 58, 95, 80, 35]
  JOB23  [77, 42, 100, 53, 66, 48, 74, 45, 76, 57, 58, 68, 60, 76, 55, 55, 62, 42, 66, 26, 38, 78, 33]
  JOB24  [33, 76, 89, 45, 46, 99, 57, 21, 83, 42, 31, 100, 91, 54, 79, 97, 85, 56, 35, 40, 37, 25, 29]
  JOB25  [91, 98, 87, 38, 97, 45, 24, 92, 52, 96, 47, 78, 39, 37, 71, 45, 51, 41, 79, 45, 27, 34, 41]
  JOB26  [62, 54, 69, 55, 21, 98, 41, 100, 36, 76, 59, 100, 66, 56, 92, 74, 31, 59, 23, 84, 88, 61, 57]
  JOB27  [30, 83, 75, 31, 62, 73, 54, 96, 40, 46, 93, 56, 62, 84, 20, 50, 88, 64, 44, 62, 33, 27, 47]
  JOB28  [68, 22, 43, 26, 57, 37, 81, 95, 57, 85, 73, 52, 34, 32, 56, 98, 41, 54, 89, 79, 96, 78, 21]
  JOB29  [54, 60, 32, 57, 93, 96, 99, 40, 86, 20, 68, 98, 27, 29, 33, 65, 97, 22, 76, 59, 55, 29, 34]
  JOB30  [60, 93, 23, 28, 48, 91, 49, 32, 22, 72, 45, 54, 27, 45, 43, 87, 66, 97, 38, 72, 49, 93, 30]
  JOB31  [96, 28, 79, 45, 92, 66, 71, 53, 47, 48, 31, 69, 92, 92, 56, 93, 67, 98, 38, 41, 33, 58, 38]
  JOB32  [43, 100, 50, 52, 40, 26, 23, 21, 99, 33, 32, 34, 83, 62, 69, 35, 30, 65, 75, 31, 24, 97, 39]
  JOB33  [100, 58, 27, 34, 62, 40, 48, 64, 71, 26, 83, 29, 52, 90, 80, 67, 54, 22, 87, 62, 46, 62, 76]
  JOB34  [88, 61, 49, 93, 85, 32, 67, 36, 88, 40, 97, 37, 81, 67, 22, 79, 36, 53, 78, 41, 90, 39, 60]
  JOB35  [52, 88, 100, 91, 23, 24, 63, 88, 100, 88, 51, 38, 51, 50, 48, 46, 55, 67, 85, 30, 86, 35, 72]
  JOB36  [55, 75, 43, 90, 59, 28, 55, 23, 20, 21, 46, 24, 38, 41, 34, 32, 66, 74, 96, 37, 95, 99, 61]
  JOB37  [48, 51, 95, 46, 83, 72, 51, 77, 99, 65, 76, 26, 26, 79, 89, 77, 84, 48, 32, 60, 92, 59, 55]
  JOB38  [50, 47, 23, 33, 37, 72, 48, 53, 46, 35, 28, 33, 71, 66, 66, 77, 74, 50, 40, 41, 98, 33, 65]
  JOB39  [78, 96, 52, 21, 21, 98, 89, 89, 80, 92, 83, 91, 81, 92, 52, 21, 85, 87, 45, 47, 32, 96, 48]
T_START = [778.0, 564.0, 655.0, 457.0, 872.0, 837.0, 725.0, 481.0, 770.0, 600.0, 746.0, 704.0, 963.0, 860.0, 717.0, 716.0, 685.0, 735.0, 651.0, 693.0, 783.0, 611.0, 464.0]
T_END = [1280.0, 1397.0, 1613.0, 1414.0, 1286.0, 1554.0, 1309.0, 1468.0, 1473.0, 1399.0, 1213.0, 1408.0, 1228.0, 1301.0, 1455.0, 1432.0, 1560.0, 1563.0, 1651.0, 1475.0, 1614.0, 1527.0, 1028.0]
D_RATE = [0.28, 0.2, 0.2, 0.3, 0.22, 0.24, 0.14, 0.26, 0.26, 0.22, 0.2, 0.17, 0.27, 0.17, 0.28, 0.2, 0.17, 0.13, 0.1, 0.12, 0.14, 0.14, 0.13]
IT_D = [0.22, 0.11, 0.16, 0.25, 0.25, 0.25, 0.23, 0.21, 0.28, 0.23, 0.19, 0.27, 0.24, 0.24, 0.28, 0.14, 0.11, 0.24, 0.23, 0.27, 0.27, 0.3, 0.11]
IDLING_CONSUME = [0.1, 0.17, 0.2, 0.17, 0.27, 0.22, 0.25, 0.11, 0.28, 0.21, 0.27, 0.29, 0.16, 0.22, 0.25, 0.17, 0.2, 0.12, 0.25, 0.16, 0.11, 0.24, 0.23]
