STAGE = 30
  JOB32  [39, 67, 55, 67, 69, 63, 41, 70, 87, 43, 87, 44, 70, 69, 72, 66, 60, 41, 64, 42, 57, 70, 90, 60, 65, 72, 74, 64, 21, 85]
  JOB33  [80, 31, 83, 27, 49, 66, 89, 34, 50, 66, 89, 93, 84, 46, 40, 22, 83, 31, 91, 95, 77, 93, 33, 82, 100, 83, 31, 50, 20, 90]
  JOB34  [85, 43, 95, 85, 47, 21, 57, 25, 57, 21, 87, 30, 85, 48, 24, 46, 25, 81, 70, 25, 52, 86, 75, 88, 82, 44, 65, 46, 27, 98]
  JOB35  [29, 83, 98, 86, 49, 40, 53, 89, 90, 68, 37, 75, 58, 29, 90, 62, 79, 61, 75, 74, 88, 38, 58, 37, 84, 51, 45, 41, 33, 94]
  JOB36  [59, 93, 38, 67, 53, 24, 86, 20, 35, 74, 53, 26, 67, 61, 49, 21, 58, 26, 90, 77, 63, 55, 40, 65, 26, 81, 34, 38, 46, 25]
  JOB37  [80, 49, 41, 39, 61, 61, 48, 48, 55, 31, 92, 43, 21, 64, 28, 35, 90, 39, 50, 66, 60, 92, 68, 49, 75, 54, 62, 39, 97, 79]
  JOB38  [67, 31, 37, 84, 69, 66, 63, 89, 61, 62, 42, 52, 84, 58, 24, 74, 26, 46, 95, 81, 90, 43, 86, 53, 65, 99, 97, 27, 97, 87]
  JOB39  [100, 84, 99, 56, 72, 23, 86, 46, 94, 98, 62, 90, 82, 91, 55, 60, 26, 98, 93, 62, 41, 99, 57, 50, 61, 37, 83, 83, 46, 23]
T_START = [505.0, 634.0, 718.0, 953.0, 594.0, 783.0, 602.0, 690.0, 752.0, 848.0, 864.0, 697.0, 703.0, 551.0, 709.0, 636.0, 879.0, 564.0, 836.0, 618.0, 535.0, 646.0, 524.0, 604.0, 631.0, 543.0, 609.0, 920.0, 480.0, 588.0]
T_END = [1262.0, 1473.0, 1796.0, 1614.0, 1212.0, 1500.0, 1700.0, 1643.0, 1303.0, 1420.0, 1449.0, 1563.0, 1630.0, 1704.0, 1181.0, 1202.0, 1578.0, 1389.0, 1618.0, 1235.0, 1604.0, 1524.0, 1757.0, 1497.0, 1446.0, 1533.0, 1557.0, 1495.0, 1258.0, 1329.0]
D_RATE = [0.19, 0.23, 0.27, 0.23, 0.25, 0.28, 0.14, 0.18, 0.11, 0.17, 0.26, 0.22, 0.11, 0.26, 0.23, 0.22, 0.13, 0.11, 0.13, 0.11, 0.24, 0.14, 0.12, 0.3, 0.24, 0.16, 0.26, 0.21, 0.18, 0.14]
IT_D = [0.28, 0.24, 0.28, 0.27, 0.16, 0.13, 0.15, 0.26, 0.29, 0.17, 0.16, 0.14, 0.28, 0.17, 0.12, 0.22, 0.23, 0.25, 0.12, 0.21, 0.14, 0.21, 0.17, 0.2, 0.15, 0.22, 0.24, 0.21, 0.25, 0.28]
IDLING_CONSUME = [0.22, 0.29, 0.19, 0.17, 0.15, 0.11, 0.27, 0.25, 0.16, 0.21, 0.29, 0.2, 0.13, 0.14, 0.25, 0.1, 0.14, 0.29, 0.21, 0.11, 0.29, 0.17, 0.17, 0.22, 0.13, 0.14, 0.28, 0.16, 0.15, 0.18]
