STAGE = 28
  JOB21  [35, 26, 78, 80, 97, 86, 98, 76, 51, 55, 75, 95, 78, 44, 30, 21, 87, 69, 66, 78, 70, 35, 26, 21, 23, 97, 94, 27]
  JOB22  [23, 51, 73, 52, 39, 96, 54, 90, 22, 84, 47, 92, 21, 86, 50, 27, 75, 34, 54, 63, 49, 58, 29, 58, 69, 72, 24, 67]
  JOB23  [83, 86, 58, 96, 34, 42, 23, 78, 69, 89, 45, 94, 71, 63, 24, 80, 95, 51, 60, 76, 72, 70, 79, 52, 50, 25, 72, 73]
  JOB24  [42, 93, 64, 87, 50, 80, 97, 52, 70, 37, 82, 62, 35, 90, 40, 76, 90, 40, 73, 70, 85, 80, 86, 89, 48, 22, 35, 93]
  JOB25  [21, 39, 98, 76, 98, 97, 34, 58, 86, 20, 97, 82, 61, 65, 67, 41, 89, 90, 40, 65, 95, 76, 83, 28, 26, 25, 42, 80]
  JOB26  [35, 42, 30, 24, 20, 26, 29, 63, 74, 91, 86, 86, 56, 90, 28, 44, 91, 80, 72, 71, 88, 71, 38, 50, 71, 56, 46, 81]
  JOB27  [38, 31, 91, 92, 93, 69, 63, 28, 30, 75, 95, 44, 88, 35, 70, 87, 57, 55, 50, 35, 58, 89, 57, 33, 74, 59, 68, 20]
  JOB28  [24, 42, 93, 67, 74, 57, 36, 56, 67, 60, 62, 86, 51, 81, 23, 88, 49, 35, 90, 67, 80, 65, 54, 54, 71, 87, 81, 49]
  JOB29  [48, 66, 63, 58, 89, 41, 38, 53, 56, 27, 71, 48, 28, 50, 62, 26, 79, 59, 61, 47, 36, 44, 54, 68, 66, 95, 22, 74]
  JOB30  [25, 31, 30, 72, 87, 66, 67, 81, 54, 72, 40, 56, 27, 43, 44, 82, 55, 63, 72, 31, 72, 86, 39, 50, 59, 94, 62, 44]
  JOB31  [20, 90, 96, 78, 29, 52, 73, 68, 60, 21, 65, 41, 59, 44, 26, 28, 99, 52, 88, 88, 26, 47, 20, 33, 88, 69, 37, 88]
  JOB32  [85, 53, 52, 51, 55, 43, 100, 89, 80, 62, 34, 74, 73, 58, 93, 62, 100, 56, 73, 64, 73, 71, 66, 33, 82, 72, 27, 94]
  JOB33  [29, 73, 78, 67, 87, 42, 91, 64, 72, 98, 78, 71, 41, 56, 75, 88, 88, 31, 89, 47, 40, 92, 70, 98, 87, 86, 40, 37]
  JOB34  [79, 92, 91, 82, 95, 29, 37, 79, 34, 66, 74, 75, 72, 27, 90, 45, 83, 43, 91, 33, 68, 83, 44, 67, 64, 60, 32, 29]
  JOB35  [42, 74, 96, 30, 81, 53, 55, 55, 25, 20, 63, 50, 32, 84, 93, 24, 43, 36, 64, 21, 54, 77, 41, 78, 60, 33, 26, 92]
  JOB36  [36, 49, 42, 70, 57, 34, 20, 29, 90, 73, 58, 41, 87, 20, 98, 80, 53, 81, 71, 58, 31, 88, 60, 70, 67, 26, 64, 81]
  JOB37  [53, 60, 53, 20, 20, 47, 67, 63, 39, 34, 95, 81, 52, 69, 25, 40, 52, 51, 64, 77, 26, 22, 88, 76, 86, 78, 32, 96]
  JOB38  [64, 63, 60, 35, 29, 85, 44, 36, 61, 38, 100, 63, 21, 100, 46, 52, 31, 30, 94, 60, 62, 86, 69, 49, 83, 87, 99, 95]
  JOB39  [32, 84, 44, 63, 78, 99, 49, 51, 40, 64, 45, 36, 72, 69, 62, 97, 81, 59, 84, 43, 74, 87, 45, 90, 69, 87, 31, 100]
T_START = [580.0, 793.0, 654.0, 763.0, 993.0, 691.0, 882.0, 773.0, 828.0, 872.0, 635.0, 1032.0, 830.0, 951.0, 548.0, 532.0, 552.0, 793.0, 604.0, 899.0, 598.0, 557.0, 840.0, 654.0, 534.0, 631.0, 815.0, 668.0]
T_END = [1182.0, 1635.0, 1830.0, 1212.0, 1306.0, 1535.0, 1454.0, 1250.0, 1500.0, 1396.0, 1702.0, 1746.0, 1267.0, 1824.0, 1257.0, 1456.0, 1505.0, 1277.0, 1601.0, 1386.0, 1564.0, 1317.0, 1271.0, 1472.0, 1550.0, 1454.0, 1654.0, 1629.0]
D_RATE = [0.23, 0.13, 0.21, 0.12, 0.21, 0.25, 0.23, 0.14, 0.11, 0.21, 0.25, 0.27, 0.21, 0.22, 0.26, 0.15, 0.27, 0.13, 0.17, 0.19, 0.25, 0.14, 0.12, 0.29, 0.22, 0.28, 0.26, 0.11]
IT_D = [0.21, 0.26, 0.15, 0.24, 0.26, 0.16, 0.29, 0.22, 0.18, 0.11, 0.25, 0.24, 0.17, 0.26, 0.25, 0.18, 0.12, 0.24, 0.16, 0.19, 0.12, 0.18, 0.12, 0.16, 0.26, 0.19, 0.19, 0.26]
IDLING_CONSUME = [0.13, 0.14, 0.12, 0.18, 0.3, 0.29, 0.22, 0.25, 0.25, 0.21, 0.17, 0.15, 0.17, 0.3, 0.21, 0.19, 0.18, 0.18, 0.28, 0.24, 0.27, 0.16, 0.1, 0.23, 0.24, 0.3, 0.11, 0.25]
