STAGE = 19
  JOB35  [82, 58, 75, 95, 59, 100, 98, 71, 57, 63, 27, 48, 31, 79, 65, 28, 87, 29, 98]
  JOB36  [94, 70, 63, 29, 80, 73, 53, 68, 31, 88, 21, 54, 97, 72, 24, 49, 51, 94, 61]
  JOB37  [65, 99, 40, 98, 35, 90, 22, 49, 21, 79, 50, 74, 93, 83, 74, 32, 36, 27, 95]
  JOB38  [88, 50, 39, 22, 47, 47, 100, 100, 51, 27, 82, 24, 24, 35, 22, 44, 47, 62, 79]
  JOB39  [27, 34, 84, 38, 22, 34, 57, 59, 83, 28, 75, 95, 99, 58, 35, 47, 76, 71, 82]
T_START = [865.0, 609.0, 499.0, 574.0, 782.0, 552.0, 705.0, 522.0, 906.0, 837.0, 581.0, 1001.0, 650.0, 966.0, 725.0, 899.0, 834.0, 709.0, 618.0]
T_END = [1483.0, 1289.0, 1614.0, 1322.0, 1464.0, 1170.0, 1629.0, 1306.0, 1562.0, 1244.0, 1520.0, 1651.0, 1407.0, 1476.0, 1473.0, 1371.0, 1719.0, 1375.0, 1346.0]
D_RATE = [0.13, 0.27, 0.14, 0.19, 0.17, 0.16, 0.12, 0.14, 0.22, 0.19, 0.14, 0.2, 0.13, 0.17, 0.29, 0.17, 0.18, 0.18, 0.27]
IT_D = [0.11, 0.15, 0.12, 0.22, 0.23, 0.28, 0.18, 0.2, 0.25, 0.16, 0.13, 0.15, 0.19, 0.16, 0.22, 0.1, 0.12, 0.23, 0.14]
IDLING_CONSUME = [0.1, 0.19, 0.25, 0.15, 0.2, 0.15, 0.14, 0.24, 0.15, 0.3, 0.23, 0.19, 0.14, 0.17, 0.22, 0.15, 0.11, 0.17, 0.23]
